name;productUrl;imageUrls/0;imageUrls/1;price;main cat;sub cat;color prop;size;gender;Brand;Store
Seidentaschentuch;http://www.hm.com/de/product/41664?article=41664-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370574 001 42 2798.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Krawatten, Fliegen & Einstecktücher;weiss;;men;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45001?article=45001-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370594 002 20 3010.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Sonnenbrillen;rosa;;women;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45001?article=45001-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370594 003 20 3009.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Sonnenbrillen;blau;;women;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45767?article=45767-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370597 001 20 3008.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Sonnenbrillen;beige;;women;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45767?article=45767-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370597 001 20 3008.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Sonnenbrillen;braun;;women;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45767?article=45767-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370597 001 20 3008.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Sonnenbrillen;beige;;women;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/45767?article=45767-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370597 001 20 3008.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Sonnenbrillen;braun;;women;H&M;H&M
Leinenpullover;http://www.hm.com/de/product/45489?article=45489-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370631 001 65 2398.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;29,99;fashion;Pullover;blau;l;men;H&M;H&M
Leinenpullover;http://www.hm.com/de/product/45489?article=45489-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370631 002 65 2399.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0033_006R.jpg]&set=key[rotate],value[0.7]&set=key[width],value[3450]&set=key[height],value[4034]&set=key[x],value[890]&set=key[y],value[529]&set=key[type],value[FASHION_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;fashion;Pullover;rot;l;men;H&M;H&M
Derbyschuhe aus Veloursleder;http://www.hm.com/de/product/41428?article=41428-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370648 001 10 2301.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;59,99;schuhe;Schuhe;beige;40;men;H&M;H&M
Gemustertes Tuch;http://www.hm.com/de/product/43268?article=43268-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370649 001 02 3038.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Mützen/Schals/Handschuhe;blau;;women;H&M;H&M
Gemustertes Tuch;http://www.hm.com/de/product/43268?article=43268-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370649 002 87 3035.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Mützen/Schals/Handschuhe;schwarz;;women;H&M;H&M
Gemustertes Seidentuch;http://www.hm.com/de/product/42082?article=42082-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370715 002 37 3009.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;34,99;Accessories;Mützen/Schals/Handschuhe;schwarz;;women;H&M;H&M
Armband mit Anker;http://www.hm.com/de/product/42056?article=42056-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370734 001 10 1954.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;7,99;Accessories;Schmuck;braun;;men;H&M;H&M
Sonnenbrille;http://www.hm.com/de/product/44364?article=44364-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370737 001 40 2380.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;9,99;Accessories;Sonnenbrillen;schwarz;;men;H&M;H&M
Ledergürtel;http://www.hm.com/de/product/46106?article=46106-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370786 001 70 3081.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;Accessories;Gürtel & Hosenträger;schwarz;;men;H&M;H&M
Ärmellose Kapuzenjacke;http://www.hm.com/de/product/46285?article=46285-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370839 001 68 1622.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6QT_0044_005R.jpg]&set=key[rotate],value[0.1]&set=key[width],value[3127]&set=key[height],value[3656]&set=key[x],value[1112]&set=key[y],value[657]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Sweatshirts;schwarz;l;men;H&M;H&M
Ärmellose Kapuzenjacke;http://www.hm.com/de/product/46285?article=46285-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370839 002 68 1623.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0059_009R.jpg]&set=key[rotate],value[0.3]&set=key[width],value[3512]&set=key[height],value[4107]&set=key[x],value[849]&set=key[y],value[507]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Sweatshirts;grau;l;men;H&M;H&M
2er-Pack Pyjamashorts;http://www.hm.com/de/product/47244?article=47244-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370868 001 01 3410.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6RT_0420_020R.jpg]&set=key[rotate],value[-0.5]&set=key[width],value[3666]&set=key[height],value[4287]&set=key[x],value[938]&set=key[y],value[293]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Nachtwäsche;orange;l;women;H&M;H&M
2er-Pack Pyjamashorts;http://www.hm.com/de/product/47244?article=47244-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370868 004 00 3412.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6TT_0458_010R.jpg]&set=key[rotate],value[-0.75]&set=key[width],value[3350]&set=key[height],value[3917]&set=key[x],value[914]&set=key[y],value[361]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Nachtwäsche;grau;l;women;H&M;H&M
Pyjama mit Top und Shorts;http://www.hm.com/de/product/45170?article=45170-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370871 002 00 3585.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6PT_0090_009R.jpg]&set=key[rotate],value[-0.15]&set=key[width],value[3566]&set=key[height],value[4170]&set=key[x],value[945]&set=key[y],value[496]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Nachtwäsche;rot;l;women;H&M;H&M
Poncho aus Jacquardstoff;http://www.hm.com/de/product/41422?article=41422-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370901 001 36 0229.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;29,99;Accessories;Ponchos;weiss;;women;H&M;H&M
Gemusterter Poncho;http://www.hm.com/de/product/44523?article=44523-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370915 004 17 3202.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Ponchos;blau;;women;H&M;H&M
Gemusterter Poncho;http://www.hm.com/de/product/44523?article=44523-E;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370915 005 86 0672.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Ponchos;orange;;women;H&M;H&M
Gemusterter Poncho;http://www.hm.com/de/product/44523?article=44523-D;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370915 006 66 0541.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;Accessories;Ponchos;beige;;women;H&M;H&M
Baumwolltuch;http://www.hm.com/de/product/44790?article=44790-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370918 002 05 4028.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Mützen/Schals/Handschuhe;blau;;women;H&M;H&M
Baumwolltuch;http://www.hm.com/de/product/44790?article=44790-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370918 003 05 4027.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;12,99;Accessories;Mützen/Schals/Handschuhe;grün;;women;H&M;H&M
Push-up-BH aus Spitze;http://www.hm.com/de/product/39640?article=39640-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370935 003 97 1584.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6HT_0138_019R.jpg]&set=key[rotate],value[0.25]&set=key[width],value[2060]&set=key[height],value[2409]&set=key[x],value[1594]&set=key[y],value[373]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;rosa;70a;women;H&M;H&M
Push-up-BH aus Spitze;http://www.hm.com/de/product/39640?article=39640-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370935 005 97 1586.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6MT_0321_009R.jpg]&set=key[rotate],value[-0.3]&set=key[width],value[2137]&set=key[height],value[2498]&set=key[x],value[1598]&set=key[y],value[123]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Unterwäsche;schwarz;70a;women;H&M;H&M
Pyjama mit Shorts;http://www.hm.com/de/product/43957?article=43957-B;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370945 001 00 0253.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6LT_0064_004R.jpg]&set=key[rotate],value[0.3]&set=key[width],value[3281]&set=key[height],value[3836]&set=key[x],value[969]&set=key[y],value[620]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Nachtwäsche;türkis;l;women;H&M;H&M
Pyjama mit Shorts;http://www.hm.com/de/product/43957?article=43957-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370945 002 00 0254.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6LT_0065_008R.jpg]&set=key[rotate],value[0.55]&set=key[width],value[3311]&set=key[height],value[3872]&set=key[x],value[1009]&set=key[y],value[642]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Nachtwäsche;grau;l;women;H&M;H&M
Anzughose aus Premium Cotton;http://www.hm.com/de/product/43280?article=43280-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370949 001 66 0280.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6HT_2419_003R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[4313]&set=key[height],value[5043]&set=key[x],value[410]&set=key[y],value[86]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Hosen;braun;l;men;H&M;H&M
Anzughose aus Premium Cotton;http://www.hm.com/de/product/43280?article=43280-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370949 001 66 0280.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6HT_2419_003R.jpg]&set=key[rotate],value[-0.45]&set=key[width],value[4313]&set=key[height],value[5043]&set=key[x],value[410]&set=key[y],value[86]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];39,99;fashion;Sakkos & Anzüge;braun;l;men;H&M;H&M
Sakko aus Premium Cotton;http://www.hm.com/de/product/43279?article=43279-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0370950 001 96 2106.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6HT_2420_013R.jpg]&set=key[rotate],value[0.65]&set=key[width],value[3880]&set=key[height],value[4537]&set=key[x],value[698]&set=key[y],value[270]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];79,99;fashion;Sakkos & Anzüge;braun;l;men;H&M;H&M
Gestreifte Espadrilles;http://www.hm.com/de/product/42059?article=42059-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371056 001 10 2304.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;24,99;schuhe;Sandalen & Espadrilles;weiss;36;women;H&M;H&M
Jerseykleid mit Bindegürtel;http://www.hm.com/de/product/44934?article=44934-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371107 003 66 2222.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6KT_0450_007R.jpg]&set=key[rotate],value[-0.6]&set=key[width],value[4181]&set=key[height],value[4888]&set=key[x],value[720]&set=key[y],value[194]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];14,99;fashion;Kleider;schwarz;xl;women;H&M;H&M
Loafer aus Veloursleder;http://www.hm.com/de/product/43114?article=43114-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371117 001 70 3056.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=4&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;39,99;schuhe;Ballerinas & Flats;beige;36;women;H&M;H&M
Hemd aus Premium Cotton;http://www.hm.com/de/product/47723?article=47723-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371147 001 66 3602.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6UT_0009_002R.jpg]&set=key[rotate],value[0.35]&set=key[width],value[3666]&set=key[height],value[4287]&set=key[x],value[730]&set=key[y],value[327]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];19,99;fashion;Hemden;blau;l;men;H&M;H&M
Bleistiftrock aus Spitze;http://www.hm.com/de/product/44038?article=44038-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371188 003 97 0913.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6ST_0019_006R.jpg]&set=key[rotate],value[-0.05]&set=key[width],value[4119]&set=key[height],value[4816]&set=key[x],value[474]&set=key[y],value[174]&set=key[type],value[FASHION_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Röcke;#N/A;l;women;H&M;H&M
Bleistiftrock aus Spitze;http://www.hm.com/de/product/44038?article=44038-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371188 004 98 2663.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6IT_0266_006R.jpg]&set=key[rotate],value[1.4]&set=key[width],value[3620]&set=key[height],value[4233]&set=key[x],value[945]&set=key[y],value[859]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];34,99;fashion;Röcke;schwarz;l;women;H&M;H&M
Plateau-Sandaletten;http://www.hm.com/de/product/43553?article=43553-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371224 001 60 4520.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=2&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;29,99;schuhe;Pumps & High Heels;schwarz;36;women;H&M;H&M
Espadrilles;http://www.hm.com/de/product/42060?article=42060-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371229 002 70 3057.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;schuhe;Sandalen & Espadrilles;schwarz;36;women;H&M;H&M
Espadrilles;http://www.hm.com/de/product/42060?article=42060-C;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371229 006 70 3058.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=3&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];;19,99;schuhe;Sandalen & Espadrilles;weiss;36;women;H&M;H&M
Plateauschuhe aus Denim;http://www.hm.com/de/product/42511?article=42511-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371232 003 10 1558.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=5&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6FT_0180_017R.jpg]&set=key[rotate],value[0.35]&set=key[width],value[2689]&set=key[height],value[3144]&set=key[x],value[1137]&set=key[y],value[1761]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;schuhe;Stiefel;blau;36;women;H&M;H&M
Plateausandalen;http://www.hm.com/de/product/42821?article=42821-A;lp.hm.com/hmprod?set=key[source],value[/model/2016/C00 0371243 001 70 4120.jpg]&set=key[rotate],value[]&set=key[width],value[]&set=key[height],value[]&set=key[x],value[]&set=key[y],value[]&set=key[type],value[STILL_LIFE_FRONT]&hmver=1&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];lp.hm.com/hmprod?set=key[source],value[/environment/2016/6QT_0059_013R.jpg]&set=key[rotate],value[1.45]&set=key[width],value[2476]&set=key[height],value[2895]&set=key[x],value[1286]&set=key[y],value[2307]&set=key[type],value[FASHION_FRONT]&hmver=0&set=key[quality],value[80]&set=key[size],value[346x405]&call=url[file:/mobile/v2/product];29,99;schuhe;Sandalen & Espadrilles;schwarz;36;women;H&M;H&M
